radius (m),mass (kg),gravity,atmosphere,oxygene,avg_temp (C),water,rotational_period (h),life
8543000.0,1.4357899364716249e+25,1.34,NO,NO,50.5,NO,33.7,NO
6402000.0,6.042732370539585e+24,1.0,NO,NO,28.2,NO,33.8,NO
13389000.0,5.526339089103835e+25,2.1,YES,YES,98.6,YES,40.6,YES
10360000.0,2.5606709008909427e+25,1.62,NO,NO,94.4,NO,58.4,NO
8722000.0,1.5277529153740117e+25,1.37,YES,YES,18.1,NO,21.9,NO
13231000.0,5.332575962442014e+25,2.07,YES,YES,11.5,NO,20.2,NO
8672000.0,1.5016068489436965e+25,1.36,YES,YES,34.0,NO,26.0,NO
6150000.0,5.356844009562749e+24,0.96,NO,NO,61.2,NO,30.0,NO
11717000.0,3.7043555193038114e+25,1.84,YES,YES,113.2,NO,45.0,NO
11967000.0,3.9462328635240645e+25,1.87,YES,NO,55.1,NO,42.1,NO
16576000.0,1.0487692163400764e+26,2.6,YES,YES,28.0,NO,38.3,NO
10200000.0,2.443867064681388e+25,1.6,YES,NO,38.0,NO,41.1,NO
4807000.0,2.558285403613269e+24,0.75,NO,NO,63.8,NO,44.0,NO
7238000.0,8.729463558671819e+24,1.13,NO,NO,14.5,NO,28.0,NO
7360000.0,9.182581009969833e+24,1.15,NO,NO,73.3,NO,32.3,NO
6705000.0,6.941203283882205e+24,1.05,YES,YES,-4.0,NO,24.4,YES
10575000.0,2.7228366356521174e+25,1.66,NO,NO,23.7,NO,30.4,YES
5444000.0,3.715645738055791e+24,0.85,NO,NO,31.3,YES,29.7,YES
14393000.0,6.866955386405154e+25,2.25,YES,YES,71.6,NO,35.7,NO
12970000.0,5.025384135222276e+25,2.03,YES,YES,36.7,NO,46.7,NO
9512000.0,1.9820632835347614e+25,1.49,NO,NO,108.7,NO,45.1,NO
10496000.0,2.662605972549936e+25,1.64,NO,NO,69.2,NO,29.8,NO
4419000.0,1.9877625942908113e+24,0.69,NO,NO,-33.3,NO,24.8,NO
4365000.0,1.914749960446725e+24,0.68,NO,NO,69.9,NO,20.7,NO
4257000.0,1.7766592145665154e+24,0.67,NO,NO,58.3,NO,40.9,NO
11570000.0,3.5666515773573797e+25,1.81,NO,NO,37.4,NO,36.1,YES
7046000.0,8.053923920728544e+24,1.1,NO,NO,23.8,NO,28.1,NO
3571000.0,1.0488580743325175e+24,0.56,YES,YES,37.5,YES,48.0,YES
12591000.0,4.597727013617103e+25,1.97,YES,NO,48.1,NO,3.2,NO
10933000.0,3.0095524834070257e+25,1.71,NO,NO,78.3,NO,23.0,NO
11661000.0,3.6513666378747365e+25,1.83,YES,YES,56.9,NO,36.5,NO
10295000.0,2.511696853364349e+25,1.61,NO,NO,64.3,NO,20.0,NO
6355000.0,5.910121655247002e+24,1.0,NO,NO,54.5,NO,46.6,NO
17814000.0,1.3014136921998598e+26,2.79,YES,YES,20.1,YES,44.4,NO
8428000.0,1.3785850810278593e+25,1.32,NO,NO,87.5,NO,31.8,NO
8667000.0,1.499147449783141e+25,1.36,NO,NO,10.4,NO,18.8,NO
6796000.0,7.229899157869626e+24,1.06,NO,NO,91.2,NO,32.8,NO
4238000.0,1.752367731064449e+24,0.66,NO,NO,15.0,NO,32.9,NO
5852000.0,4.614778031749383e+24,0.92,NO,NO,49.8,NO,37.8,NO
8898000.0,1.622288820602037e+25,1.39,YES,YES,57.3,NO,29.7,NO
10530000.0,2.6879340684551094e+25,1.65,YES,NO,37.6,YES,39.7,YES
11115000.0,3.163392414874479e+25,1.74,NO,NO,45.7,NO,43.8,NO
5301000.0,3.4306619204644993e+24,0.83,YES,NO,53.4,NO,38.8,NO
6766000.0,7.130322833092588e+24,1.06,NO,NO,43.7,NO,25.1,NO
9572000.0,2.0190969092087932e+25,1.5,NO,NO,43.1,NO,49.8,NO
7539000.0,9.867130097829422e+24,1.18,YES,NO,75.9,NO,16.4,NO
12016000.0,3.996201314734076e+25,1.88,NO,NO,49.5,NO,63.5,NO
4183000.0,1.685180443273968e+24,0.66,NO,NO,106.3,NO,31.5,NO
8449000.0,1.3889176203727164e+25,1.32,NO,NO,-0.8,NO,49.9,NO
12827000.0,4.860974968536679e+25,2.01,NO,NO,19.1,NO,42.3,NO
7655000.0,1.0326353898380196e+25,1.2,NO,NO,83.8,NO,27.6,NO
16211000.0,9.805210458825889e+25,2.54,YES,NO,42.2,NO,34.1,NO
14452000.0,6.951691944498472e+25,2.26,YES,YES,33.4,NO,26.8,NO
7515000.0,9.772043301684447e+24,1.18,NO,NO,45.2,NO,26.8,NO
8184000.0,1.2623787508172102e+25,1.28,NO,NO,28.9,NO,43.9,NO
9848000.0,2.1999234908875725e+25,1.54,NO,NO,34.9,NO,34.9,NO
9181000.0,1.7821739743423795e+25,1.44,YES,YES,60.1,NO,28.5,NO
5706000.0,4.277488470464134e+24,0.89,NO,NO,67.4,NO,34.2,NO
3082000.0,6.740244643442021e+23,0.48,NO,NO,59.1,NO,25.0,NO
4353000.0,1.899534416911917e+24,0.68,YES,NO,71.6,YES,16.5,NO
7494000.0,9.689635709010817e+24,1.17,YES,NO,37.7,NO,34.4,NO
14082000.0,6.430067876870831e+25,2.21,YES,YES,71.6,NO,60.7,YES
7886000.0,1.1293211556997504e+25,1.24,NO,NO,34.3,NO,49.1,NO
6825000.0,7.319743790942686e+24,1.07,YES,YES,15.2,YES,28.5,YES
10356000.0,2.55772020570194e+25,1.62,NO,NO,35.5,NO,41.9,NO
8326000.0,1.3290879824606271e+25,1.3,NO,NO,19.0,NO,32.5,NO
11401000.0,3.411782092591507e+25,1.79,YES,YES,27.4,YES,34.3,YES
9791000.0,2.161404712171124e+25,1.53,YES,YES,72.4,NO,23.6,NO
5339000.0,3.5050051095439454e+24,0.84,NO,NO,65.5,NO,36.4,NO
9183000.0,1.7826978591148108e+25,1.44,YES,YES,86.2,NO,35.1,NO
14911000.0,7.633415758987989e+25,2.34,YES,NO,44.3,YES,28.2,NO
9984000.0,2.2914388121413424e+25,1.56,YES,YES,47.3,NO,34.0,NO
8072000.0,1.2109914552303576e+25,1.26,NO,NO,77.3,NO,24.8,NO
9858000.0,2.2067532602708638e+25,1.54,YES,YES,55.9,NO,34.3,NO
11553000.0,3.55020421095716e+25,1.81,NO,NO,16.6,NO,30.2,NO
5172000.0,3.1860397345281534e+24,0.81,NO,NO,4.2,NO,19.1,NO
3240000.0,7.83252828651504e+23,0.51,NO,NO,48.5,NO,34.7,NO
8905000.0,1.6255135325530537e+25,1.39,YES,YES,41.4,NO,49.4,YES
633000.0,5.841621689048971e+21,0.1,NO,NO,77.4,NO,29.8,NO
7347000.0,9.129691872981729e+24,1.15,NO,NO,45.2,NO,41.9,NO
9410000.0,1.9184420877069941e+25,1.47,YES,YES,83.0,NO,42.3,NO
11403000.0,3.4134722801728527e+25,1.79,NO,NO,63.8,NO,42.7,NO
7427000.0,9.435400143320927e+24,1.16,YES,YES,48.3,YES,46.3,YES
9172000.0,1.7769545266619671e+25,1.44,YES,YES,24.4,YES,27.8,YES
10252000.0,2.4800682911418948e+25,1.61,YES,YES,46.8,YES,19.7,YES
13047000.0,5.115319674449784e+25,2.04,YES,YES,85.8,NO,22.3,NO
9699000.0,2.1008626527934393e+25,1.52,NO,NO,51.3,NO,38.5,NO
10463000.0,2.6373251694339377e+25,1.64,NO,NO,17.7,NO,32.4,NO
7411000.0,9.375317227129701e+24,1.16,NO,NO,11.1,NO,38.9,NO
9368000.0,1.8933663400660041e+25,1.47,YES,YES,25.7,NO,19.2,NO
6323000.0,5.822276149400084e+24,0.99,NO,NO,38.2,NO,25.5,NO
7559000.0,9.943678086979073e+24,1.18,YES,YES,131.4,YES,29.8,YES
8294000.0,1.3139278681122904e+25,1.3,NO,NO,29.5,NO,37.6,NO
9569000.0,2.0173162245182344e+25,1.5,NO,NO,87.9,NO,23.9,NO
4636000.0,2.2950836752438066e+24,0.73,NO,NO,62.6,NO,40.6,NO
7211000.0,8.637094956480893e+24,1.13,NO,NO,46.1,NO,34.1,NO
12248000.0,4.230000547921821e+25,1.92,NO,NO,85.4,NO,30.0,NO
6836000.0,7.354286809515336e+24,1.07,YES,YES,34.1,NO,50.3,NO
1611000.0,9.629442480446253e+22,0.25,NO,NO,45.7,NO,47.1,NO
10015000.0,2.3130574436520346e+25,1.57,YES,NO,58.5,NO,37.7,NO
10148000.0,2.406031594942327e+25,1.59,NO,NO,47.4,NO,29.8,NO
11950000.0,3.930222415585943e+25,1.87,YES,NO,46.6,NO,6.9,NO
9222000.0,1.8060855776275808e+25,1.44,YES,YES,27.0,NO,40.4,NO
8373000.0,1.3516271612749841e+25,1.31,YES,NO,60.0,NO,39.9,NO
6242000.0,5.600899270100182e+24,0.98,NO,NO,34.8,NO,44.1,NO
7537000.0,9.85732615789885e+24,1.18,NO,NO,47.9,NO,27.9,NO
7180000.0,8.519124704497543e+24,1.12,YES,YES,42.5,NO,37.9,NO
9637000.0,2.0605519339894976e+25,1.51,YES,YES,70.7,NO,40.5,NO
6537000.0,6.433225868906787e+24,1.02,YES,YES,-10.6,NO,43.5,NO
8552000.0,1.4401937257837093e+25,1.34,NO,NO,-2.3,NO,38.7,NO
9812000.0,2.1754221557576205e+25,1.54,YES,YES,46.3,NO,37.9,YES
8424000.0,1.3765179196491687e+25,1.32,NO,NO,48.8,NO,26.8,NO
8545000.0,1.4368163094213228e+25,1.34,NO,NO,39.2,NO,33.6,NO
10700000.0,2.8210869348518014e+25,1.68,YES,YES,58.3,YES,31.5,YES
8721000.0,1.5276957394164384e+25,1.37,NO,NO,72.7,NO,33.9,NO
9824000.0,2.182950421732629e+25,1.54,NO,NO,31.4,NO,49.8,NO
6066000.0,5.138389380836958e+24,0.95,YES,YES,110.2,NO,26.1,NO
14358000.0,6.8159462298987645e+25,2.25,NO,NO,51.3,NO,38.5,NO
5534000.0,3.9023511784638635e+24,0.87,NO,NO,21.8,NO,13.8,NO
5317000.0,3.460528053238964e+24,0.83,YES,YES,56.9,YES,19.4,NO
13339000.0,5.465820847757449e+25,2.09,YES,YES,52.6,NO,20.9,NO
3725000.0,1.1905881904431758e+24,0.58,NO,NO,65.5,NO,42.6,NO
9641000.0,2.0637264418301437e+25,1.51,NO,NO,62.9,NO,42.5,NO
8978000.0,1.6660439105109195e+25,1.41,YES,YES,61.4,YES,27.7,YES
7794000.0,1.0906284073842218e+25,1.22,NO,NO,12.4,NO,23.3,YES
9374000.0,1.8962800117357074e+25,1.47,NO,NO,59.8,NO,25.1,NO
9070000.0,1.7179886499749788e+25,1.42,NO,NO,75.4,NO,45.6,NO
7546000.0,9.895725974589457e+24,1.18,NO,NO,13.5,NO,20.4,NO
14034000.0,6.364355624494812e+25,2.2,YES,YES,74.6,NO,43.5,NO
5568000.0,3.9753917729261895e+24,0.87,NO,NO,59.7,YES,27.5,YES
14938000.0,7.675679797306117e+25,2.34,YES,YES,63.0,YES,24.1,YES
13186000.0,5.278692937177453e+25,2.07,YES,NO,2.0,NO,42.8,NO
7924000.0,1.1458427134576214e+25,1.24,NO,NO,63.9,NO,25.3,NO
10966000.0,3.037403370115255e+25,1.72,YES,YES,37.8,NO,34.4,NO
9421000.0,1.9255900587115075e+25,1.48,NO,NO,62.9,NO,44.6,NO
15528000.0,8.621150062500681e+25,2.43,NO,NO,63.7,NO,48.6,NO
9775000.0,2.1507869329771814e+25,1.53,YES,YES,47.1,NO,38.5,NO
2409000.0,3.218767767554983e+23,0.38,NO,NO,43.5,NO,35.1,NO
5386000.0,3.597655215080753e+24,0.84,NO,NO,68.5,NO,23.0,NO
9919000.0,2.247465198720493e+25,1.55,NO,NO,99.1,NO,40.3,NO
8331000.0,1.3311755630625556e+25,1.3,YES,YES,72.6,YES,46.2,YES
4551000.0,2.170286933577541e+24,0.71,NO,NO,91.4,NO,34.5,NO
8813000.0,1.5760718717893085e+25,1.38,YES,YES,96.1,NO,41.4,NO
13067000.0,5.138160650187301e+25,2.05,YES,YES,53.7,NO,29.1,NO
10333000.0,2.540659523557338e+25,1.62,YES,YES,57.3,YES,34.6,YES
10131000.0,2.39460974992109e+25,1.59,YES,YES,53.2,YES,41.9,YES
9292000.0,1.8479447821370995e+25,1.46,NO,NO,71.1,NO,15.7,NO
9026000.0,1.6932471072782572e+25,1.41,YES,NO,30.7,NO,31.9,NO
4577000.0,2.2082195764622077e+24,0.72,NO,NO,37.2,NO,27.3,NO
15022000.0,7.804018333903086e+25,2.35,YES,YES,44.8,NO,23.0,NO
14216000.0,6.615368344430358e+25,2.23,YES,YES,52.4,NO,37.3,NO
9307000.0,1.8559168675362956e+25,1.46,NO,NO,56.1,NO,41.5,NO
7159000.0,8.449180364879905e+24,1.12,NO,NO,-39.4,NO,43.8,NO
8429000.0,1.379124043340063e+25,1.32,NO,NO,24.4,NO,25.2,NO
9610000.0,2.0436916433333554e+25,1.51,YES,YES,94.9,YES,2.6,YES
9991000.0,2.296092183142553e+25,1.56,NO,NO,47.3,NO,41.8,NO
1879000.0,1.5278311358576993e+23,0.29,NO,NO,55.0,NO,40.3,NO
14264000.0,6.683292393101215e+25,2.23,YES,YES,77.6,NO,43.1,NO
8807000.0,1.5726226085076149e+25,1.38,NO,NO,102.5,NO,27.7,NO
10329000.0,2.5372895126282418e+25,1.62,NO,NO,91.8,NO,29.5,NO
12349000.0,4.335642741377793e+25,1.93,YES,YES,12.0,YES,42.3,YES
4533000.0,2.1447969952153968e+24,0.71,NO,NO,17.5,NO,34.5,NO
11728000.0,3.7133725146856357e+25,1.84,YES,YES,90.3,NO,24.5,YES
7723000.0,1.0605621014350916e+25,1.21,NO,NO,57.9,YES,33.5,NO
10210000.0,2.450950215680256e+25,1.6,YES,YES,-11.0,NO,41.5,NO
11938000.0,3.91670989015368e+25,1.87,YES,YES,34.3,NO,31.7,NO
4973000.0,2.8314362386459515e+24,0.78,NO,NO,47.2,NO,34.5,NO
14059000.0,6.3973821508833505e+25,2.2,YES,YES,37.8,NO,49.9,NO
8822000.0,1.5805558249414685e+25,1.38,YES,YES,34.7,YES,35.9,YES
10210000.0,2.450687449697461e+25,1.6,YES,NO,36.1,NO,40.2,NO
6244000.0,5.606713942202844e+24,0.98,NO,NO,106.9,NO,31.7,NO
5398000.0,3.62205220648408e+24,0.85,NO,NO,76.0,NO,37.5,NO
13007000.0,5.068923170520867e+25,2.04,NO,NO,21.0,NO,30.9,NO
8842000.0,1.5921791415729486e+25,1.39,YES,YES,22.1,YES,35.8,NO
7864000.0,1.1197806090739754e+25,1.23,NO,NO,54.6,NO,27.6,NO
6525000.0,6.395733201404666e+24,1.02,YES,YES,64.3,NO,21.7,NO
5714000.0,4.296036407545707e+24,0.9,NO,NO,42.3,NO,30.6,NO
9872000.0,2.215963486406643e+25,1.55,NO,NO,70.3,NO,21.4,NO
4018000.0,1.493345275008614e+24,0.63,NO,NO,59.2,NO,17.0,NO
7896000.0,1.133471461567483e+25,1.24,NO,NO,44.8,NO,45.7,NO
9763000.0,2.1432861057746755e+25,1.53,YES,YES,-20.4,NO,17.6,NO
8871000.0,1.6074495022497577e+25,1.39,NO,NO,37.4,NO,28.5,NO
6803000.0,7.248286022849142e+24,1.07,NO,NO,21.2,NO,16.6,NO
5505000.0,3.8415633820937167e+24,0.86,YES,NO,16.9,YES,30.3,YES
8302000.0,1.31753996819097e+25,1.3,NO,NO,64.1,NO,24.8,NO
6860000.0,7.432885039746688e+24,1.07,NO,NO,69.6,NO,29.7,NO
12938000.0,4.986654070182216e+25,2.03,NO,NO,40.5,NO,34.5,NO
13955000.0,6.257507901007104e+25,2.19,NO,NO,74.6,NO,29.7,NO
8628000.0,1.4794859315325255e+25,1.35,YES,NO,46.5,YES,7.3,YES
10605000.0,2.7463397035409324e+25,1.66,NO,NO,5.2,NO,35.7,NO
12576000.0,4.5804057899866495e+25,1.97,YES,YES,39.3,NO,36.4,NO
8647000.0,1.4888262584333686e+25,1.35,YES,YES,54.1,YES,37.0,YES
9921000.0,2.249002233321135e+25,1.55,NO,NO,63.4,NO,31.7,NO
8304000.0,1.3184098242196535e+25,1.3,YES,YES,58.7,NO,26.3,YES
6826000.0,7.320130804585368e+24,1.07,NO,NO,79.6,NO,39.4,NO
3049000.0,6.526182276790328e+23,0.48,NO,NO,32.4,NO,34.1,NO
9208000.0,1.798077870754253e+25,1.44,NO,NO,74.9,NO,29.7,NO
7252000.0,8.782597803428004e+24,1.14,YES,YES,25.8,YES,23.3,YES
5989000.0,4.946323741203169e+24,0.94,NO,NO,52.6,NO,29.4,NO
11697000.0,3.6837527705007177e+25,1.83,NO,NO,60.1,NO,19.9,NO
9040000.0,1.7013817928864605e+25,1.42,NO,NO,93.9,NO,15.9,NO
2074000.0,2.0541674162349662e+23,0.32,NO,NO,36.6,NO,32.9,NO
7561000.0,9.952843796487313e+24,1.18,NO,NO,28.4,NO,47.7,NO
8638000.0,1.4841852305942427e+25,1.35,YES,YES,62.9,NO,28.5,NO
8990000.0,1.6729426452021417e+25,1.41,NO,NO,94.3,NO,26.6,NO
8602000.0,1.465420039754679e+25,1.35,NO,NO,26.0,NO,15.2,NO
12487000.0,4.483594121446432e+25,1.96,YES,YES,67.9,NO,54.4,NO
7057000.0,8.095618250769584e+24,1.11,NO,NO,7.0,NO,27.0,NO
12963000.0,5.015809438860759e+25,2.03,YES,YES,67.7,NO,28.4,NO
4803000.0,2.551470429489331e+24,0.75,NO,NO,95.6,NO,37.2,NO
13062000.0,5.130254784270013e+25,2.05,YES,YES,5.1,YES,28.2,YES
5068000.0,2.99740431649962e+24,0.79,NO,NO,81.5,NO,23.0,NO
4875000.0,2.667824536326702e+24,0.76,NO,NO,51.2,NO,28.3,NO
8802000.0,1.5702841929166506e+25,1.38,YES,YES,13.7,NO,34.3,NO
10329000.0,2.5378187433359573e+25,1.62,YES,YES,38.7,NO,16.5,NO
12247000.0,4.2287947921318085e+25,1.92,NO,NO,34.8,NO,46.2,NO
11899000.0,3.880048645876018e+25,1.86,YES,YES,44.8,YES,9.0,YES
12440000.0,4.4332754540458415e+25,1.95,YES,YES,36.1,YES,29.3,YES
6198000.0,5.482933803351178e+24,0.97,NO,NO,52.0,YES,42.8,YES
11835000.0,3.8160791519697446e+25,1.85,YES,YES,26.2,NO,44.3,NO
7493000.0,9.685933654287065e+24,1.17,NO,NO,5.8,NO,34.0,NO
9268000.0,1.8333439261575762e+25,1.45,NO,NO,51.1,NO,32.9,NO
11552000.0,3.5497730203626648e+25,1.81,YES,YES,49.8,NO,33.7,NO
8666000.0,1.4989608947948814e+25,1.36,NO,NO,39.6,NO,29.1,NO
7154000.0,8.42854896674665e+24,1.12,NO,NO,19.7,NO,44.6,NO
9163000.0,1.7718987322107889e+25,1.44,NO,NO,22.4,NO,19.1,NO
10238000.0,2.471324337512178e+25,1.6,NO,NO,40.6,NO,43.8,NO
10326000.0,2.535841447526101e+25,1.62,NO,NO,98.2,NO,48.9,NO
6866000.0,7.451794770871142e+24,1.08,NO,NO,99.3,NO,25.8,NO
4340000.0,1.882293704409611e+24,0.68,NO,NO,51.0,NO,47.7,NO
6694000.0,6.907393213195882e+24,1.05,NO,NO,34.8,NO,16.3,NO
11988000.0,3.967047865826862e+25,1.88,YES,YES,23.1,NO,43.3,NO
5322000.0,3.470819072733469e+24,0.83,NO,NO,70.1,NO,33.9,NO
5662000.0,4.1794147168116485e+24,0.89,NO,NO,66.2,NO,33.9,NO
7326000.0,9.055499405837559e+24,1.15,NO,NO,77.7,NO,28.5,NO
8267000.0,1.3010173740484971e+25,1.29,YES,YES,24.2,NO,35.1,NO
7301000.0,8.961881851790785e+24,1.14,NO,NO,12.0,NO,40.1,NO
6818000.0,7.297853883602911e+24,1.07,NO,NO,14.2,NO,30.5,NO
12964000.0,5.01707649114069e+25,2.03,YES,YES,82.5,NO,43.0,NO
9998000.0,2.301543784115687e+25,1.57,YES,YES,-6.3,NO,29.6,NO
8678000.0,1.5046094095203049e+25,1.36,NO,NO,87.2,NO,19.3,NO
12897000.0,4.939361837993687e+25,2.02,YES,YES,39.0,NO,30.3,NO
8574000.0,1.4515859211023796e+25,1.34,NO,NO,80.1,NO,39.2,NO
5117000.0,3.0857762551390825e+24,0.8,NO,NO,11.3,NO,31.4,NO
7868000.0,1.1213384131095346e+25,1.23,NO,NO,12.6,NO,40.4,NO
9643000.0,2.0650163952505878e+25,1.51,YES,YES,22.8,NO,32.8,NO
8388000.0,1.3593369947511298e+25,1.31,YES,YES,55.9,NO,48.7,NO
2930000.0,5.790892666430804e+23,0.46,NO,NO,57.7,YES,35.9,YES
10877000.0,2.964223206342154e+25,1.7,YES,YES,78.1,NO,28.8,NO
9370000.0,1.8943068031106145e+25,1.47,YES,YES,28.4,YES,49.5,NO
10065000.0,2.347378548659057e+25,1.58,YES,YES,11.9,NO,32.2,NO
13534000.0,5.709152158025346e+25,2.12,NO,NO,75.0,NO,31.2,NO
12569000.0,4.572962944170537e+25,1.97,YES,NO,63.8,NO,39.0,NO
11830000.0,3.8121755679210965e+25,1.85,NO,NO,65.6,NO,34.8,NO
11869000.0,3.8505886026247737e+25,1.86,NO,NO,49.6,NO,34.5,NO
5742000.0,4.3595049546062167e+24,0.9,NO,NO,67.3,NO,26.2,NO
12532000.0,4.532689515005343e+25,1.96,YES,YES,15.3,NO,33.4,NO
2264000.0,2.6729976405399547e+23,0.35,NO,NO,47.0,NO,44.4,NO
6024000.0,5.034767942918745e+24,0.94,NO,NO,39.2,NO,29.8,NO
13004000.0,5.063850604909917e+25,2.04,YES,YES,109.1,YES,23.4,YES
10673000.0,2.7998208337984197e+25,1.67,NO,NO,-38.3,NO,26.8,NO
7448000.0,9.513494315767941e+24,1.17,NO,NO,56.9,NO,41.2,NO
6188000.0,5.457661507713762e+24,0.97,YES,YES,64.0,YES,43.3,NO
5989000.0,4.94634942101423e+24,0.94,NO,NO,74.4,NO,50.4,NO
5428000.0,3.6831543567656126e+24,0.85,NO,NO,60.6,NO,23.3,NO
3966000.0,1.4368417113119684e+24,0.62,YES,NO,70.2,YES,43.2,NO
8212000.0,1.2750242901845617e+25,1.29,NO,NO,59.0,NO,22.8,NO
5833000.0,4.5677254372521723e+24,0.91,NO,NO,61.9,NO,20.3,NO
7036000.0,8.021178095921495e+24,1.1,NO,NO,59.4,NO,37.6,NO
8561000.0,1.445055546172003e+25,1.34,NO,NO,65.8,NO,36.8,NO
11062000.0,3.117692853689528e+25,1.73,NO,NO,106.6,NO,33.7,NO
9870000.0,2.2140589894736105e+25,1.55,YES,NO,69.6,NO,36.3,NO
7127000.0,8.337953195645782e+24,1.12,NO,NO,51.0,NO,29.8,NO
8211000.0,1.2748066618957155e+25,1.29,YES,YES,71.1,YES,46.1,NO
11477000.0,3.480688412811507e+25,1.8,YES,YES,11.8,YES,32.9,YES
10460000.0,2.635450245078658e+25,1.64,NO,NO,30.7,NO,52.4,NO
8653000.0,1.4919093522992656e+25,1.36,YES,YES,25.9,NO,29.4,YES
9109000.0,1.7401935966992766e+25,1.43,YES,YES,65.7,NO,24.4,NO
12216000.0,4.198476542632272e+25,1.91,NO,NO,39.3,NO,47.0,NO
10198000.0,2.442113911832974e+25,1.6,NO,NO,26.2,NO,6.1,NO
6877000.0,7.489446290715253e+24,1.08,NO,NO,28.1,NO,31.2,NO
14591000.0,7.153875067509212e+25,2.29,YES,YES,38.4,NO,55.7,NO
10849000.0,2.941187603340061e+25,1.7,NO,NO,9.3,NO,43.4,NO
9551000.0,2.0060313956642464e+25,1.5,YES,YES,53.4,NO,39.8,NO
8956000.0,1.654131176166822e+25,1.4,NO,NO,63.4,NO,31.7,NO
3226000.0,7.730677639137997e+23,0.51,NO,NO,39.3,NO,32.9,NO
6110000.0,5.251800561757042e+24,0.96,NO,NO,24.3,NO,25.6,NO
10381000.0,2.576161992785128e+25,1.63,NO,NO,61.0,NO,50.1,NO
11064000.0,3.1184214729997516e+25,1.73,NO,NO,44.4,NO,31.4,NO
9382000.0,1.900988896144871e+25,1.47,NO,NO,12.0,NO,41.6,NO
6960000.0,7.766178492220492e+24,1.09,NO,NO,90.8,NO,40.6,NO
6838000.0,7.364219245694438e+24,1.07,YES,NO,11.6,NO,27.4,NO
13041000.0,5.10655319175609e+25,2.04,YES,YES,94.1,YES,37.6,YES
15960000.0,9.360740743693915e+25,2.5,NO,NO,32.3,NO,17.0,NO
7830000.0,1.1055250597520275e+25,1.23,YES,YES,2.5,YES,26.7,NO
8473000.0,1.4011075556180188e+25,1.33,NO,NO,14.7,NO,35.5,NO
9261000.0,1.828627638083371e+25,1.45,NO,NO,42.4,NO,39.4,NO
8019000.0,1.1873239952100557e+25,1.26,YES,YES,48.4,NO,38.3,NO
10841000.0,2.933518247220507e+25,1.7,NO,NO,46.6,NO,14.8,NO
12176000.0,4.156751509476725e+25,1.91,YES,YES,24.2,NO,32.6,NO
10592000.0,2.7364719484685712e+25,1.66,NO,NO,75.6,NO,33.5,NO
13419000.0,5.563121473229546e+25,2.1,YES,YES,52.2,NO,21.6,NO
7839000.0,1.1093004491882904e+25,1.23,NO,NO,27.6,NO,49.8,NO
15393000.0,8.401006854205818e+25,2.41,YES,YES,67.5,NO,22.0,NO
6768000.0,7.137932311540566e+24,1.06,NO,NO,67.9,NO,26.6,NO
8971000.0,1.6619650247559061e+25,1.4,NO,NO,43.6,NO,26.9,NO
6350000.0,5.897606865894566e+24,0.99,NO,NO,71.7,NO,28.4,NO
9722000.0,2.1164666078819692e+25,1.52,NO,NO,42.7,NO,36.4,NO
4583000.0,2.2165146178851264e+24,0.72,NO,NO,56.4,NO,21.1,NO
6994000.0,7.879622848070863e+24,1.1,YES,NO,68.1,YES,28.1,NO
9330000.0,1.870248632837092e+25,1.46,YES,YES,46.8,YES,28.6,YES
8456000.0,1.392365502238702e+25,1.32,YES,YES,152.3,NO,40.7,NO
6999000.0,7.896288088723151e+24,1.1,NO,NO,109.4,NO,22.2,NO
13249000.0,5.354239698823333e+25,2.07,YES,NO,47.2,NO,36.9,NO
13424000.0,5.57040029010345e+25,2.1,NO,NO,69.2,NO,32.2,NO
5789000.0,4.466545033268098e+24,0.91,NO,NO,8.4,NO,52.1,NO
12795000.0,4.822621393340787e+25,2.0,NO,NO,95.0,NO,39.2,NO
8648000.0,1.4894402451394253e+25,1.35,YES,NO,29.7,NO,30.8,NO
12192000.0,4.174550624860315e+25,1.91,YES,NO,34.8,NO,26.0,NO
11845000.0,3.8269271039279078e+25,1.86,YES,YES,63.9,YES,30.6,NO
15603000.0,8.747708594850013e+25,2.44,NO,NO,6.7,NO,10.0,NO
9437000.0,1.9353116011299214e+25,1.48,YES,YES,75.1,NO,39.8,NO
8635000.0,1.4827961661208184e+25,1.35,YES,YES,52.4,NO,24.7,YES
11613000.0,3.606253958727657e+25,1.82,YES,NO,43.2,NO,36.7,NO
6073000.0,5.157131653158225e+24,0.95,YES,YES,87.6,NO,37.7,NO
11247000.0,3.276185116502075e+25,1.76,NO,NO,72.6,NO,27.5,NO
9030000.0,1.695597210182876e+25,1.41,YES,YES,55.3,NO,36.0,NO
14416000.0,6.8976374329477635e+25,2.26,NO,NO,58.3,NO,30.2,NO
7275000.0,8.866786628897052e+24,1.14,NO,NO,60.4,NO,34.0,NO
7193000.0,8.572624172894278e+24,1.13,NO,NO,38.4,NO,21.8,NO
8349000.0,1.3400418136954263e+25,1.31,NO,NO,70.7,NO,38.2,NO
8951000.0,1.6514696567384504e+25,1.4,NO,NO,82.9,NO,22.0,NO
8431000.0,1.3799658304136447e+25,1.32,NO,NO,33.8,NO,24.1,NO
10971000.0,3.041021169002582e+25,1.72,YES,YES,58.8,YES,49.2,YES
11987000.0,3.964783870241191e+25,1.88,YES,YES,73.8,YES,36.7,YES
11420000.0,3.4293396387780463e+25,1.79,YES,YES,23.2,YES,42.8,YES
